19.9262,28.3809
6.4561,7.6072
6.1766,10.0179
18.0192,17.907
13.0798,16.1938
9.506,15.1315
12.1933,11.7499
14.168,19.3009
8.4196,8.2207
21.9175,27.7998
12.4477,15.113
7.0571,5.7155
10.7475,13.7801
8.912,7.8966
6.2069,8.7593
8.892,14.7246
19.6138,19.2451
9.0461,12.5451
8.642,6.6935
20.9037,25.7949
13.0354,18.4887
18.7274,19.377
6.6478,7.2879
12.2008,14.3112
17.3943,22.6068
21.7308,22.0611
11.8446,12.6065
19.6484,21.0646
8.2336,9.3665
12.172,12.3919
9.2467,15.3287
12.5332,18.6533
14.3555,12.7325
21.9878,29.7456
21.4729,30.0311
19.4278,19.9765
13.2559,13.0446
11.8177,9.7676
11.4425,18.5841
9.5085,14.2509
12.7351,14.5122
21.2744,30.4835
14.4481,19.5218
7.6315,7.1249
21.4681,26.5535
14.2173,19.5405
5.9718,8.0079
13.5485,19.7854
7.6764,13.8195
6.3619,4.4925
15.1156,19.8908
8.9985,6.9971
20.1349,21.624
15.1068,19.322
12.1268,15.3889
13.8873,21.0118
8.4724,12.3288
9.0577,9.8271
16.4187,17.7024
10.375,14.9686
6.2332,7.0627
21.9737,31.3294
6.2454,4.626
9.5084,15.7427
19.9747,27.7623
11.282,10.1159
19.1737,25.0438
15.3985,23.3505
16.1176,14.4194
18.8908,20.6627
16.2776,23.9224
7.2829,4.8938
6.8196,8.7158
9.6299,12.6042
17.1994,17.6753
15.782,16.5782
13.305,20.0194
19.3838,19.1835
12.2008,12.4078
5.0603,8.7836
15.8309,16.6166
17.6009,21.6379
12.2707,9.8215
6.2791,11.366
20.3668,24.8961
19.1881,23.8508
7.5176,5.2956
10.2404,16.2783
18.5341,25.8479
20.2817,21.4388
9.242,7.1183
18.262,25.7557
11.9084,15.4967
7.6274,13.4517
19.6983,28.4
18.7831,26.3539
5.4214,8.8713
10.6472,17.0848
18.638,26.0062
18.7827,20.2073
18.3854,18.1434
19.8268,27.3781
8.7814,13.7035
12.8252,13.4421
18.5209,19.501
5.4023,3.4141
10.5805,16.3401
21.4371,23.5158
15.9052,18.083
21.6795,26.3776
20.967,21.3138
21.4968,22.5818
21.3631,23.2904
6.8428,7.557
17.3853,18.9991
15.3056,18.481
11.5483,14.6238
9.3303,13.2842
5.0288,10.2903
14.1537,19.1787
17.6132,22.8421
11.1918,9.1299
16.292,17.8524
10.3366,15.8841
17.2358,18.6862
10.2578,11.3933
11.8408,12.1655
7.1639,7.8011
20.9862,26.9566
20.3477,25.5724
10.1161,12.6187
5.0069,3.8774
12.3081,15.5696
16.13,19.0059
